1,中北1.jpg,400,252,40,1404140862,中北1,zhenghanzhongbeiyi,华师大,专家楼,中国,上海,zhenghan
2,中北3.jpg,300,225,69,1404140862,中北3,zhenghanzhongbeier,华师大,体育馆,中国,上海,zhenghan
3,中北4.jpg,750,421,72,1404140862,中北4,zhenghanzhongbeisan,华师大,共青场,中国,上海,zhenghan
4,中北5.jpg,450,302,60,1404140862,中北5,zhenghanzhongbeisi,华师大,文史楼,中国,上海,zhenghan
5,中北6.jpg,819,541,71,1404140862,中北6,zhenghanzhongbeiwu,华师大,文科大楼,中国,上海,zhenghan
6,北京.jpg,1024,811,240,1404140862,北京,zhenghanbeijingyi,中国,北京,null,null,zhenghan
7,北京2.jpg,961,575,103,1404140862,北京2,zhenghanbeijinger,中国,北京,null,null,zhenghan
8,北京3.jpg,1024,768,328,1404140862,北京3,zhenghanbeijingsan,中国,北京,null,null,zhenghan
9,南京.jpg,3168,2112,1013,1404140862,南京,zhenghannanjingyi,中国,南京,null,null,zhenghan
10,南京2.jpg,1024,683,194,1404140862,南京2,zhenghannanjinger,中国,南京,null,null,zhenghan
11,南宁.jpg,382,220,19,1404140862,南宁,zhenghannanning,中国,南宁,null,null,zhenghan
12,合肥.jpg,1024,680,145,1404140863,合肥,zhenghanhefei,中国,合肥,null,null,zhenghan
13,呼和浩特.jpg,400,274,30,1404140863,呼和浩特,zhenghanhuhehaote,中国,呼和浩特,null,null,zhenghan
14,哈尔滨.jpg,1024,768,179,1404140863,哈尔滨,zhenghanhaerbin,中国,哈尔滨,null,null,zhenghan
15,四川.jpg,1024,693,337,1404140863,昆明,zhenghansichuanyi,中国,昆明,null,null,zhenghan
16,四川2.jpg,1024,783,276,1404140863,昆明,zhenghansichuaner,中国,昆明,null,null,zhenghan
17,新疆.JPG,800,600,85,1404140863,新疆,zhenghanxinjiang,中国,新疆,null,null,zhenghan
18,昆明.jpg,1024,768,296,1404140863,昆明,zhenghankunming,中国,昆明,null,null,zhenghan
19,杭州.jpg,1024,482,260,1404140863,杭州,zhenghanhangzhou,中国,杭州,null,null,zhenghan
20,沈阳.jpg,1024,771,253,1404140863,沈阳,zhenghanshenyang,中国,沈阳,null,null,zhenghan
21,济南.jpg,1024,768,147,1404140863,济南,zhenghanjinan,中国,济南,null,null,zhenghan
22,浙江.jpg,800,600,147,1404140863,杭州,zhenghanhangzhou2,中国,杭州,null,null,zhenghan
23,福州.jpg,1024,705,135,1404140863,福州,zhenghanfuzhou,中国,福州,null,null,zhenghan
24,西藏.jpg,600,382,63,1404140863,拉萨,zhenghanlasa,中国,拉萨,null,null,zhenghan
25,贵州.jpg,1024,625,372,1404140863,贵州,zhenghan,中国,贵州,null,null,zhenghan
26,重庆.jpg,1024,756,312,1404140863,重庆,zhenghanchongqingyi,中国,重庆,null,null,zhenghan
27,重庆2.jpg,1024,729,313,1404140863,重庆2,zhenghanchongqinger,中国,重庆,null,null,zhenghan
28,重庆3.jpg,1024,723,336,1404140863,重庆3,zhenghanchongqingsan,中国,重庆,null,null,zhenghan
29,重庆4.jpg,699,488,92,1404140863,重庆4,zhenghanchongqingsi,中国,重庆,null,null,zhenghan
30,重庆5.jpg,567,340,332,1404140979,重庆5,zhenghanchongqingwu,中国,重庆,null,null,zhenghan
