1,246_0.jpg,1139,640,358,1404118900,落叶,leaves2,华师大,理科楼,中国,上海
2,246_1.jpg,1139,640,233,1404118900,物理楼,physics building,华师大,物理楼,中国,上海
3,246_10.jpg,966,640,117,1404118900,建筑,building,中国,南京,null,null
4,246_11.jpg,1139,640,200,1404118900,银杏叶,leaves,中国,南京,null,null
5,246_12.jpg,640,960,42,1404118900,小桥流水人家,boat,中国,南京,null,null
6,246_13.jpg,966,640,179,1404118900,灯,light,中国,南京,null,null
7,246_14.jpg,1139,640,35,1404118900,秋叶,leaves1,中国,南京,null,null
8,246_15.jpg,1139,640,110,1404118900,无锡太湖夜景,lake,中国,南京,null,null
9,246_16.jpg,966,640,126,1404118900,秋菊,chrysanthemum,中国,南京,null,null
10,246_17.jpg,960,640,62,1404119469,人物,people,中国,南京,null,null
11,246_18.jpg,1139,640,81,1404118900,人物,people1,中国,南京,null,null
12,246_19.JPG,4912,2760,2913,1404119967,夜景,night,中国,南京,null,null
13,246_2.jpg,1139,640,336,1404118900,人物,people2,中国,上海,null,null
14,246_20.jpg,800,600,102,1404118900,江源雪景,snow,中国,长春,null,null
15,246_21.jpg,485,360,91,1404118900,长白山,Changbai Mountain,中国,长春,null,null
16,246_22.jpg,539,360,96,1404118900,长白山天池,Tianchi Lake,中国,长春,null,null
17,246_23.jpg,540,360,117,1404118900,长白山,Changbai Mountain1,中国,长春,null,null
18,246_24.jpg,535,360,87,1404118900,长白山,Changbai Mountain2,中国,长春,null,null
19,246_25.jpg,541,360,159,1404118900,长白山,Changbai Mountain3,中国,长春,null,null
20,246_26.jpg,560,360,81,1404118900,长白山天池,Tianchi Lake1,中国,长春,null,null
21,246_27.JPG,4912,2760,7073,1404119773,大礼堂后面的墙,wall,华师大,大礼堂,中国,上海
22,246_28.JPG,1600,1067,856,1404120087,拔河,tug-of-war,华师大,共青场,中国,上海
23,246_29.jpg,1139,640,164,1404118900,秋菊,chrysanthemum1,中国,南京,null,null
24,246_3.jpg,1139,640,274,1404118900,办公楼附近的小路,path,华师大,办公楼,中国,上海
25,246_4.jpg,1139,640,315,1404118900,办公楼,office building,华师大,办公楼,中国,上海
26,246_5.jpg,1139,640,277,1404118900,办公楼前的树林,woods,华师大,办公楼,中国,上海
27,246_6.jpg,800,600,83,1404118900,文科大楼,The liberal arts building,华师大,文科大楼,中国,上海
28,246_7.jpg,1139,640,310,1404118900,C++程序设计,book,华师大,5舍,中国,上海
29,246_8.jpg,960,640,45,1404118900,复旦大学的一片小树林,woods1,中国,上海,null,null
30,246_9.jpg,966,640,38,1404118900,好吃的,dishes,中国,南京,null,null
