1,108_1.jpg,692,461,43,1404155616,双子楼,likebuilding,华师大,理科大楼,中国,上海
2,108_10.jpg,800,533,113,1404155616,闵行图书馆1,library,华师大,图书馆,中国,上海
3,108_11.jpg,1024,683,90,1404155616,西湖,westlake,中国,杭州,null,null
4,108_12.jpg,350,328,122,1404155616,夕阳下的塔,thesetting sun,中国,杭州,null,null
5,108_13.jpg,482,289,50,1404155616,中北体育馆,thegym,华师大,体育馆,中国,上海
6,108_14.jpg,690,460,52,1404155616,西湖夜景,westlakeatnight,中国,杭州,null,null
7,108_15.jpg,391,220,29,1404155616,闵行图书馆2,library2,华师大,图书馆,中国,上海
8,108_16.jpg,1024,667,240,1404155616,共青场,playground,华师大,共青场,中国,上海
9,108_17.jpg,0,0,65,1404155616,田子坊,tianzifang,中国,上海,null,null
10,108_18.jpg,699,488,92,1404155616,兵马俑,bingmayong,中国,西安,null,null
11,108_19.jpg,314,220,11,1404155616,钟楼夜景,clockbuilding,中国,西安,null,null
12,108_2.jpg,330,220,17,1404155616,天安门1,tiananmen1,中国,北京,null,null
13,108_20.jpg,1024,658,180,1404155616,天安门2,tiananmen2,中国,北京,null,null
14,108_21.jpg,1024,473,113,1404155616,倾斜的毛泽东像,maostatue,华师大,毛泽东像,中国,上海
15,108_22.jpg,212,220,8,1404155616,小径,thepath,中国,南京,null,null
16,108_23.jpg,1024,768,53,1404155616,雨花台,yuhuatai,中国,南京,null,null
17,108_24.jpg,550,788,83,1404155616,倚山楼群夜景,nightbuildings,中国,重庆,null,null
18,108_25.jpg,293,220,12,1404155616,倚山楼群,buildings,中国,重庆,null,null
19,108_26.jpg,480,360,47,1404155616,神奇的钟,bigclock,中国,天津,null,null
20,108_27.jpg,520,391,66,1404155616,湖上夜色,nightviewonlake,中国,天津,null,null
21,108_28.jpg,750,562,156,1404155616,海,sea,中国,宁波,null,null
22,108_29.jpg,800,500,95,1404155616,初冬,earlywinter,中国,长春,null,null
23,108_3.jpg,425,283,37,1404155616,丽娃河畔,liwariver,华师大,丽娃河,中国,上海
24,108_30.jpg,797,411,148,1404155616,辛苦的阿姨,thecook,华师大,食堂,中国,上海
25,108_4.jpg,300,200,7,1404155616,方阵,fangzhen,华师大,共青场,中国,上海
26,108_5.jpg,400,266,31,1404155616,碑,monument,华师大,为师碑,中国,上海
27,108_6.jpg,400,258,40,1404155616,中北图书馆,library2,华师大,图书馆,中国,上海
28,108_7.jpg,400,300,22,1404155616,青青草坪,grass,华师大,爱之坪,中国,上海
29,108_8.jpg,293,220,14,1404155616,纵横交错,cross,中国,成都,null,null
30,108_9.jpg,1200,800,335,1404155616,摩天建筑群,skysraper,中国,成都,null,null
