1,224-1.jpg,275,175,15,1404125606,亭子,tingzi,中国,重庆,null,null
2,224-10.jpg,1920,1200,212,1404126517,玻璃珠,bolizhu,中国,重庆,null,null
3,224-11.jpg,1920,1200,191,1404126518,向日葵,sunflower,中国,重庆,null,null
4,224-12.jpg,1920,1200,133,1404126518,天空,sky,中国,重庆,null,null
5,224-13.jpg,1920,1200,227,1404126518,耳机,headset,中国,重庆,null,null
6,224-14.jpg,1920,1200,452,1404126518,沙滩,sand,中国,重庆,null,null
7,224-15.jpg,269,179,14,1404125606,乔巴,qiaoba,中国,重庆,null,null
8,224-16.jpg,278,173,17,1404125606,雪天,snow,中国,重庆,null,null
9,224-17.jpg,255,188,12,1404125606,麦田,cornfield,中国,重庆,null,null
10,224-18.jpg,1024,680,110,1404125606,花,flower,中国,重庆,null,null
11,224-19.jpg,255,188,16,1404125606,嫩芽,peel,中国,重庆,null,null
12,224-2.jpg,1920,1200,395,1404126517,戒指,ring,中国,重庆,null,null
13,224-20.jpg,500,375,100,1404125606,钟表,watch,中国,重庆,null,null
14,224-21.jpg,500,283,46,1404125606,杯子,cup,中国,重庆,null,null
15,224-22.jpg,900,600,163,1404125606,二佛寺,erfosi1,中国,重庆,null,null
16,224-23.jpg,310,413,44,1404126472,钓鱼城,diaoyucheng1,中国,重庆,null,null
17,224-24.jpg,310,937,144,1404126472,钓鱼城,diaoyucheng2,中国,重庆,null,null
18,224-25.jpg,310,466,26,1404126472,湖,lake,中国,重庆,null,null
19,224-26.jpg,478,313,16,1404125606,钓鱼城,diaoyucheng3,中国,重庆,null,null
20,224-27.jpg,1024,767,130,1404125606,二佛寺,erfosi2,中国,重庆,null,null
21,224-28.jpg,698,407,59,1404125606,二佛寺,erfosi3,中国,重庆,null,null
22,224-29.jpg,600,400,98,1404125606,文峰街,wenfengjie,中国,重庆,null,null
23,224-3.jpg,1920,1200,246,1404126517,树,tree1,中国,重庆,null,null
24,224-30.jpg,600,400,93,1404125606,树,tree2,中国,重庆,null,null
25,224-31.jpg,600,400,102,1404125606,花,flower2,中国,重庆,null,null
26,224-32.jpg,600,400,99,1404125606,湖,lake2,中国,重庆,null,null
27,224-33.jpg,450,250,77,1404125606,桥,bridge,中国,重庆,null,null
28,224-34.jpg,550,359,232,1404125606,江,river,中国,重庆,null,null
29,224-35.jpg,900,599,228,1404125606,巷子,xiangzi,中国,重庆,null,null
30,224-36.jpg,670,503,33,1404125606,二佛寺,erfosi4,中国,重庆,null,null
31,224-37.jpg,450,547,76,1404125606,二佛寺,erfosi5,中国,重庆,null,null
32,224-38.jpg,800,600,313,1404125606,二佛寺,erfosi6,中国,重庆,null,null
33,224-39.jpg,800,600,295,1404125606,山,hill,中国,重庆,null,null
34,224-4.jpg,270,179,9,1404125606,二佛寺,erfosi7,中国,重庆,null,null
35,224-40.jpg,800,600,258,1404125606,田,field,中国,重庆,null,null
36,224-5.jpg,1920,1200,158,1404126517,非主流,feizhuliu,中国,重庆,null,null
37,224-6.jpg,1920,1200,467,1404126517,钓鱼城,diaoyucheng4,中国,重庆,null,null
38,224-7.jpg,1920,1200,320,1404126517,湖,lake3,中国,重庆,null,null
39,224-8.jpg,1920,1200,688,1404126517,湖,lake4,中国,重庆,null,null
40,224-9.jpg,1920,1200,924,1404126517,湖,lake5,中国,重庆,null,null
