1,209_01.jpg,200,267,31,1404057600,环球港,Global Harbor,中国,上海,NULL,NULL
2,209_02.jpg,853,640,143,1404057600,老上海外滩,the old Bund?in?Shanghai,中国,上海,NULL,NULL
3,209_03.jpg,200,150,14,1404057600,外白渡桥,Wai?Bai Du?Bridge,中国,上海,NULL,NULL
4,209_04.jpg,200,150,12,1404057600,理科大楼B228,Science Building B228,华师大,理科大楼,中国,上海
5,209_05.jpg,200,150,11,1404057600,上海科技馆,Shanghai?museum,中国,上海,NULL,NULL
6,209_06.jpg,200,266,19,1404057600,文史楼110,Humanities Building 110,华师大,文史楼,中国,上海
7,209_07.jpg,200,150,14,1404057600,体育馆,Gymnasium,华师大,体育馆,中国,上海
8,209_08.jpg,200,133,14,1404057600,溪洛渡水电站,Xiloudu hydropower ,中国,昆明,NULL,NULL
9,209_09.jpg,200,150,16,1404057600,小松林,Small pine forest,中国,昆明,NULL,NULL
10,209_10.jpg,200,267,25,1404057600,天主教堂,Catholic Church,中国,南宁,NULL,NULL
11,209_11.jpg,853,640,178,1404057600,象鼻山,Elephant Trunk Hill,中国,南宁,NULL,NULL
12,209_12.jpg,200,267,30,1404057600,象鼻山侧,side of Elephant Trunk Hill,中国,南宁,NULL,NULL
13,209_13.jpg,200,150,20,1404057600,公园,park,中国,南宁,NULL,NULL
14,209_14.jpg,200,150,14,1404057600,水晶游船,Crystal cruises,中国,南宁,NULL,NULL
15,209_15.jpg,200,150,12,1404057600,玉女峰,The?Yunu?Peak,中国,南宁,NULL,NULL
16,209_16.jpg,200,150,12,1404057600,桂林阳朔,Yangshuo,?Guilin,中国,南宁,NULL,NULL
17,209_17.jpg,200,150,10,1404057600,双子塔,Twin Towers?,中国,南宁,NULL,NULL
18,209_18.jpg,200,150,11,1404057600,会泽铜钱广场,Copper square,中国,昆明,NULL,NULL
19,209_19.jpg,200,150,13,1404057600,飞檐亭,?pavilion,中国,昆明,NULL,NULL
20,209_20.jpg,200,150,13,1404057600,石雕,stone carving,中国,昆明,NULL,NULL
21,209_21.jpg,200,150,15,1404057600,巧家公园,the park in qiaojia,中国,昆明,NULL,NULL
22,209_22.jpg,200,150,16,1404057600,豆沙关,doushaguan,中国,昆明,NULL,NULL
23,209_23.jpg,200,150,13,1404057600,云天化,Yuntianhua,中国,昆明,NULL,NULL
24,209_24.jpg,200,149,16,1404057600,劝学路,Gakumon road,中国,昆明,NULL,NULL
25,209_25.jpg,200,150,15,1404057600,新拉,Xin La,中国,昆明,NULL,NULL
26,209_26.jpg,200,150,17,1404057600,仙人掌花,Cactus flower,中国,昆明,NULL,NULL
27,209_27.jpg,200,150,12,1404057600,小水库,small reservoirs,中国,昆明,NULL,NULL
28,209_28.jpg,503,670,197,1404057600,喷水雕塑,Spraying sculpture,中国,昆明,NULL,NULL
29,209_29.jpg,200,150,17,1404057600,贝壳,shell,中国,昆明,NULL,NULL
30,209_30.jpg,200,150,9,1404057600,飞机,plane,中国,昆明,NULL,NULL
